,perplexity,prediction,percentage,entropy_rate,rates
24,48.99,Human,10.2,0.38026792935079545,"[0.0, 0.0, 0.721639243553213, 0.0, 0.0, 0.0, 0.6803200971611689, 0.0, 0.8645799960825751, 0.7576145334834905, 0.6115606523522212, 0.0, 0.0, 0.0, 0.7270507441624433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8958717478570684, 0.8333264498811864, 0.7278650378245535, 0.0, 0.7804761728290157, 0.0, 0.0, 0.0, 0.8098855663886164, 0.7151230057422202, 0.7136010178160118, 0.8034161384198348, 0.7784463456899627, 0.0, 0.9182338926477093, 0.0, 0.768720906755322, 0.9561356621296633, 0.7888403856251202, 0.7382775069812156]"
26,153.61,Human,7.33,0.5921960129448277,"[0.7916716759313398, 0.0, 0.0, 0.6914306112081109, 0.6730932285826652, 0.7839550862861772, 0.0, 0.7105400739796743, 0.7411212529559064, 0.9754005525340489, 0.760853256806243, 0.0, 0.7561245213756657, 0.0, 0.8514448180003499, 0.0, 0.0, 0.7912511302526487, 0.7116484291296614, 0.9178883984504319, 0.0, 1.0046137525075944, 0.0, 0.0, 0.7364357577776779, 0.7503734365075336, 0.8197694925968122, 0.0, 0.795665379248865, 0.7950792303056379, 0.8170328594420868, 0.8964378985262902, 0.7851315992603145, 0.743597191176326, 0.7500936850131928, 0.7427646846221814, 1.0232282961817005, 0.9149511123655925, 1.000721665162651, 0.7759658979404012, 0.771751556610153]"
27,41.47,Human,1.91,0.7597987118554708,"[0.7060044445017672, 0.8807357526060992, 0.7273732032360966, 0.8247006086904716, 0.7114598128934528, 0.7067881346402741, 0.803501295523932, 0.7157601169665251, 0.6672201031350761, 0.6975727171375468, 0.7870327021261315, 0.7385857972954657, 0.7740559506061857, 0.8743645131054589, 0.7394669611261631, 0.6443802596803878, 0.6882120900484043, 0.9546069221420598, 0.7089599069021264, 0.7218440041975669, 0.7118378607708162, 0.9126492219253547, 0.7453124786492409, 0.9054666572337701, 0.725463387009808, 0.0, 0.6906378584160223, 0.7653795479260721, 0.6593695399749595, 0.9149708670176413, 0.8459936204058089, 0.8190198511697176, 0.790197779306341, 0.7313155671799015, 0.9271456842976786, 0.7250318264964133, 0.8960506056159315, 0.9530272540199718, 0.7253871901259239, 0.6691886315232227, 0.9656764604485087]"
28,32.26,Human,27.84,0.6125348992651315,"[0.9735906001453088, 0.0, 0.9549356659142336, 1.0078508215445678, 0.0, 0.6883076427869148, 0.0, 0.0, 1.0345654661541166, 0.0, 1.0155591319718396, 0.0, 0.9522406911269463, 1.0319314473876038, 0.0, 0.0, 0.9771662673740662, 0.0, 1.0450737555485716, 0.22853811422085762, 0.0, 1.085847089688374, 0.0, 0.0, 0.0, 0.9694131223195888, 0.9116465711373128, 0.0, 0.9686128571932582, 0.7600252522473013, 1.012783449186959, 0.9606221106811457, 1.0065600221416673, 0.9587532433754126, 0.9736957777510047, 0.618446428840723, 1.0600650160903755, 0.9668280770070226, 1.0149864348518123, 0.949836282512265, 0.9860495306711405]"
30,26.0,Human,100.0,0.3097515885745985,"[0.3810981041367244, 0.0, 0.0, 0.0, 0.4169290554092926, 0.4078802142711529, 0.5390051661618098, 0.0, 0.6404659411958964, 0.0, 0.0, 0.5495410450763133, 0.0, 0.5487757232840708, 0.0, 0.36089163621965614, 0.0, 0.0, 0.5475840818506346, 0.7150450906249755, 0.4487374178732878, 0.0, 0.41710227201300254, 0.0, 0.5536980179595067, 0.0, 0.5390051661618098, 0.6419042712968379, 0.0, 0.4714068112579631, 0.1431984877886306, 0.4880731720989997, 0.5495410450763133, 0.5548997889828752, 0.4287084789930473, 0.5409391516286197, 0.48169292724337076, 0.5216630432299194, 0.42410776187908583, 0.0, 0.3879212598447415]"
31,33.26,Human,0.43,0.4941904253343849,"[0.9229838732626336, 0.9464616117275216, 0.8012802215797313, 0.7625786494310728, 0.0, 0.8226564881468604, 0.5811719354446208, 0.0, 0.7146613492693795, 0.0, 0.7500610997836952, 0.7652463104581347, 0.6181835520155258, 0.7284168030297351, 0.6231343528944305, 0.7068641628068337, 0.7540272733916589, 0.0, 0.9042374977279064, 0.0, 0.6954856292908934, 0.8059245719399926, 0.0, 0.6026650356244385, 0.5828781837299932, 0.0, 0.0, 0.0, 0.7248812122582874, 0.0, 0.6529806125866143, 0.8432716846333093, 0.0, 0.5680610959306727, 0.7571742644785281, 0.6449876481905722, 0.746577683119381, 0.0, 0.6456749167493372, 0.589279719208023, 0.0]"
32,56.7,Human,0.0,0.7568573222454659,"[0.716799461652114, 0.764546882855076, 0.7310624308469337, 0.7238442850852613, 0.7577416055111976, 0.7288189547184619, 0.6235563250194381, 0.8436267001516582, 0.7139397345209874, 0.7463348457607015, 0.7055432676011232, 0.772268466312648, 0.83246104438077, 0.7451993018422781, 0.7152327201201474, 0.7615403092663796, 0.7359116256328826, 0.7000245643169729, 0.700384388911966, 0.7333358653414074, 0.7615722300763866, 0.8037627250990691, 0.7733135472956294, 0.7200501854233721, 0.7671098483179402, 0.7611684059271818, 0.8288758331362265, 0.714790902453087, 0.7620830505818047, 0.7244778515536164, 0.8631892128393389, 0.7100273925834564, 0.7997044484232904, 0.7425619315644704, 0.7986128741089488, 0.7692023481828956, 0.8492348852579911, 0.7610054703132486, 0.7557662837573431, 0.8290534845802104, 0.7834145207401998]"
33,48.6,Human,0.0,0.6636382607734534,"[0.7906454509409082, 0.8983275006845476, 1.0066040170538268, 0.7654968567465633, 0.730362234517937, 0.7684397836204306, 0.7933200021860795, 0.0, 0.7528495416772173, 0.7849844022316058, 0.7900223164126438, 0.0, 0.7470227833239829, 0.0, 0.0, 0.0, 0.790585330019954, 0.7488832997287826, 0.0, 0.0, 0.7654452438048729, 0.0, 0.7719974153174455, 0.9218669796054424, 1.024312801320877, 0.7700800542247614, 0.895030304910049, 0.7701256711302631, 0.7526024140244288, 0.7529128782021558, 0.9457445370517221, 1.0143425889360846, 0.7750896714785565, 0.7806737034335656, 0.8804630003811993, 0.7495808728158908, 0.781853839714606, 1.0522137707704433, 0.777378064367582, 0.8595873999290613, 0.8003239611480971]"
35,50.37,Human,3.0,0.4437221089083346,"[0.6757413943727281, 0.0, 0.7150961001945565, 0.730254613347694, 0.0, 0.0, 0.0, 0.0, 0.8314213651821778, 0.0, 0.0, 0.7002926447071287, 0.0, 0.0, 0.9873276114200927, 0.8568964550165051, 0.967413905998085, 0.0, 0.0, 0.0, 0.0, 0.7887143904904506, 0.0, 0.7226567127349639, 0.0, 0.7390962336444741, 0.7243750101899097, 0.0, 0.707175121092645, 0.8339420827122164, 0.7014412304643768, 0.8937645917471873, 0.8094801283571144, 0.0, 0.9540124838540642, 0.6920909182259094, 0.9705294943536227, 0.0, 0.689418453012846, 0.7127613390835762, 0.7887041850393897]"
36,43.21,Human,6.34,0.48064876631019726,"[0.0, 0.8724930803117535, 0.9554909033695346, 0.7599584910622589, 0.0, 0.7218713393840447, 0.0, 0.83897961866017, 0.0, 0.0, 0.6938149320788125, 0.688123515451071, 0.0, 0.9771130887626044, 0.0, 0.8437601208241866, 0.0, 0.7013990461365772, 0.0, 0.0, 0.0, 0.9473151532109838, 0.0, 0.9186711355857575, 0.8726936411550464, 0.652893337282828, 0.7159548238557589, 0.6873872988497561, 0.7482250688039291, 0.0, 0.7984471800285731, 0.0, 0.6966722442966043, 0.7025965456516641, 0.8302666350145124, 0.7963604968672551, 0.7384830476951236, 0.8302666350145124, 0.7173620393647683, 0.0, 0.0]"
41,44.44,Human,71.37,0.8044401021975701,"[0.7831026498550305, 0.0, 0.7808299125209534, 0.8984705808895234, 0.0, 0.7821164825881114, 0.78334873480368, 0.0, 1.2902003029248355, 0.7812561375869204, 1.2749451066057407, 1.2334189544016083, 0.8143501962801399, 0.7836324789383183, 0.7803821847138007, 0.7822864531423077, 0.7833987292673831, 0.0, 0.7803159872323615, 0.7819960350458872, 0.783189174156794, 0.7820916719278365, 1.1542722523650246, 0.8951273365545969, 0.7813235962448651, 0.7837477802219467, 0.0, 1.0951306103668346, 1.0848942901762362, 0.7814409786367835, 1.2807713947459856, 1.1756324394134419, 1.2717090712279706, 0.7831734157954838, 0.7832410948107289, 0.784276593186008, 0.7842578706479273, 0.7825049717010307, 1.247891548914206, 0.859832369513993, 0.9734848026960802]"
42,53.82,Human,1.68,0.6736842063245819,"[0.0, 0.7138347267029571, 0.0, 0.9811625858719858, 0.0, 0.728747291211684, 0.0, 0.7395254240042017, 0.7375806825400121, 0.7822719715550087, 0.0, 0.8719815643926752, 0.7502108534089141, 0.7245855789048701, 0.7514183980124043, 0.9019729500707964, 0.7373670815212664, 0.7489864893454576, 0.0, 0.7599456791092188, 0.0, 0.847872240356243, 0.9624744707573534, 0.8140855772858246, 0.732040526765007, 0.7394498094158288, 0.7633272846695149, 0.9617731917472381, 0.7310057314430888, 0.8088141895220335, 0.963988517397866, 0.874784052942646, 0.7655165880812811, 0.7371990456794895, 0.7595969080851332, 0.9276598661561289, 0.9737670651015391, 0.8359756850679338, 0.9423180520542297, 0.763638669990501, 0.7861737101375267]"
43,52.23,Human,1.28,0.6790083370822069,"[0.734039877224287, 0.98243805337509, 0.0, 0.7404229853478868, 0.854025119554695, 0.9423705088055684, 0.7326577632025, 0.7413009424475469, 0.0, 0.7450598205407373, 0.0, 0.759996912805734, 0.9797325671044457, 0.0, 0.839886030259164, 0.749375640204606, 0.7600106794915003, 0.7406930849477626, 0.0, 0.909995660508103, 0.7266665766222865, 0.754934587618743, 0.0, 0.7358407241717392, 0.0, 0.7768006394990297, 0.8959968716492105, 0.7265330492967185, 0.7271910175891726, 0.9625401192987056, 0.7347710135231922, 0.9922497637171055, 0.9926036166566138, 0.8701640873339519, 0.8319723905760151, 0.7412353135515007, 0.8750042027465027, 0.794511820202207, 0.7585534125783391, 0.7791145941784609, 0.9506523737413608]"
44,30.56,Human,17.23,0.4726605000040905,"[0.7245278177744762, 0.0, 0.6751677724076185, 0.0, 0.8946977292641741, 0.0, 0.8802131827830325, 0.0, 0.0, 0.0, 0.9224918069257986, 0.0, 0.0, 0.6991072870379046, 0.7000679323675704, 0.5971433563550677, 0.0, 0.6982677065941472, 0.0, 0.0, 0.0, 0.0, 0.8078789175743861, 0.9999552085302155, 0.8284215588794804, 0.0, 0.0, 0.7134803995199076, 0.7475601152802959, 0.8235341113244111, 0.8565138450751281, 0.7806358539343852, 0.6944587243381459, 0.8024994832329507, 0.9399494942161949, 0.2498822418474253, 0.6392052848022577, 0.937532351144134, 0.8020766473274072, 0.963811671631193, 0.0]"
45,35.16,Human,9.33,0.5254944499489617,"[0.0, 0.0, 0.0, 0.7108122263413436, 0.576454221923231, 0.6861501596190519, 0.7506794304199236, 0.0, 0.4987512655080509, 0.609337791430837, 0.5843089872830298, 0.6220965968853891, 0.6167446107463026, 0.6949417936076201, 0.6582233222899959, 0.5805597755285541, 0.0, 0.0, 0.6398993214444242, 0.7322906569717077, 0.5345927987780922, 0.7411765556504438, 0.7618701701229099, 0.7518028944420191, 0.0, 0.6504621941278044, 0.0, 0.0, 0.6564379728636869, 0.6685324200481323, 0.6457572917958017, 0.6772064079795773, 0.7807498772067067, 0.7039719667918168, 0.7086829865971855, 0.6493571734053798, 0.6615446844300501, 0.6656687832134307, 0.6275312075597211, 0.8808695031265134, 0.8178073997686959]"
46,73.4,Human,80.29,0.4881859153119082,"[0.7315921735216528, 0.0, 0.0, 0.0, 0.6260408798676962, 0.0, 0.6783175675871511, 0.7464223155011368, 0.7735287992475368, 0.0, 0.0, 0.8988451617749958, 0.0, 0.7510176347529114, 0.0, 0.6930128695470265, 0.8415759984158062, 0.7729420342346139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7432829795131786, 0.0, 0.7929015433961442, 0.7301840995174557, 0.9038910665161864, 0.7746276579592758, 0.714513055167416, 0.7141558311186234, 0.7557704484618403, 0.0, 0.7510176347529114, 0.8968140980956163, 0.8088044030608923, 0.7030685762450428, 0.8674363608022795, 0.7758472015522224, 0.7006463786971456, 0.8693657584814735]"
47,55.06,Human,12.11,0.48990253666224065,"[0.8353320289739586, 0.7822205494109862, 0.6897630419655567, 0.7825969975938325, 0.7151388152095077, 0.7916075546570822, 0.8552394312541114, 0.7341339262350588, 0.8204338020518978, 0.7547676148029497, 0.704163769222621, 0.8462034647025583, 0.65890925641241, 0.0, 0.0, 0.0, 0.872116481446841, 0.0, 0.0, 0.0, 0.0, 0.6977020872749518, 0.0, 0.7055430109226246, 0.6573787697091789, 0.8739884000943128, 0.0, 0.8731586466439077, 0.0, 0.0, 0.8932351526948515, 0.0, 0.7709071083127336, 0.7106173281844035, 0.684851687290074, 0.0, 0.0, 0.7522610717773748, 0.7260802610327941, 0.0, 0.8976537452752845]"
51,62.0,Human,6.73,0.6886567394021836,"[0.8819616360332351, 0.0, 0.0, 0.0, 0.9290367551579045, 0.7827041304060578, 0.9301278036064388, 0.6932884403998852, 0.8841043747067078, 0.9333281046816095, 0.9396538647733184, 0.0, 0.8805916863823952, 0.21084226203368137, 0.8889770787653495, 0.8751733519191653, 0.9456890796348149, 0.0, 0.9316303577188301, 0.8304173594555023, 0.0, 0.8160915500185658, 0.0, 0.0, 0.9481283135437955, 0.8482617222033411, 0.915994206264616, 0.8728455270631069, 0.9263721671287659, 0.9047485163003103, 0.8408098767296588, 0.793838723546891, 0.8550215987650109, 0.8543076538011599, 0.8545694560997649, 0.9101417848449791, 0.8420932818797808, 0.9418486157741981, 0.8353882835913173, 0.8515034587366069, 0.8854352935227722]"
54,42.7,Human,12.53,0.7006668459009114,"[0.6135811272539718, 0.626647503310277, 0.6057576770081603, 0.6723160766807444, 0.7227334258837296, 0.613260665754012, 0.6943347801499743, 0.6632835435967538, 0.7293492670596834, 0.6219743870982141, 0.7856770299682567, 0.6903324799538936, 0.5850218673012993, 0.6453633698320265, 0.8142222310200481, 0.650349049662442, 0.8712536354544584, 0.8255785180735645, 0.6822585002422091, 0.6461258522210989, 0.6025990361589522, 0.5978227148424808, 0.7914473860571385, 0.5933489583132014, 0.60747666735945, 0.7030753591323654, 0.6734155679270633, 0.8503115247616814, 0.6487400403304314, 0.646553127031678, 0.8122255421656852, 0.675212011854066, 0.7793424549996179, 0.7177525078163536, 0.7731899206591404, 0.8369229539544897, 0.6136290366360494, 0.6880034697062745, 0.7952325456924035, 0.7197683166558664, 0.8418505523581755]"
55,18.67,AI,42.73,0.4396792543144703,"[0.0, 0.47749548049819457, 0.6238517131256391, 0.0, 0.5000435785441625, 0.6693105951769734, 0.5972886358825275, 0.0, 0.6190556970880214, 0.46585943177290146, 0.5760754397920206, 0.4584089417782733, 0.5112085206759913, 0.0, 0.5962215374435637, 0.554351060817095, 0.7128952920942596, 0.6210880595239697, 0.5768600350112614, 0.0, 0.0, 0.6596791013892291, 0.0, 0.4672965842855986, 0.0, 0.0, 0.0, 0.590519337951646, 0.5298077264675162, 0.5917733254170531, 0.5950328249377536, 0.6599254115359385, 0.6693884802211634, 0.6917266605015662, 0.6129198941539883, 0.5132098397522216, 0.6480318955101299, 0.5640243582795528, 0.5758543145283896, 0.5905789605092797, 0.5070666922273998]"
58,134.57,Human,0.0,0.7015961358465658,"[0.7486048596072694, 0.7586505264070869, 1.0572342151232124, 0.8370997229255289, 1.1812897967729517, 0.0, 0.7889860935367327, 0.8784858400140492, 0.7719413434946392, 1.1176758902735295, 1.0478143711681223, 0.0, 0.8163504557773945, 0.7453827561182891, 0.0, 0.0, 0.0, 0.7665184483180186, 0.7889326565447455, 0.0, 0.776299870685205, 0.8575349188578577, 0.79381261002358, 0.8175556843025614, 0.0, 1.2120166739997986, 0.0, 0.0, 0.9362329454048001, 0.7560449974999627, 0.7675554267262101, 0.7321263530386861, 0.8682924040047841, 1.2038120673493429, 0.9502869357518123, 1.0984035769057554, 0.8882179214925756, 1.1303103435800559, 0.7509754142056958, 0.7685957328825693, 1.1524007169163728]"
59,38.4,Human,0.0,0.7747551398539552,"[0.8451612761350772, 0.0, 0.7804440767946702, 0.7364586973605434, 0.7667339876709057, 0.7872050971377748, 0.7713872268971269, 0.7775693993859856, 0.7834057382728208, 0.7849593048036659, 0.7874568049891216, 0.9155766748963121, 0.7809341351983572, 0.7768159341086746, 0.8071552431170571, 0.9044873484971501, 0.774481898588937, 0.7854751875671332, 0.8484318444670914, 0.0, 0.7767127837026199, 0.764361486491617, 0.8886834862556561, 0.7949494494500461, 0.7754175562941926, 0.7911121804288709, 0.7680868998765318, 0.9504790240849552, 0.8803403007633047, 0.7867158129869859, 0.9181697414352546, 0.7941407233315971, 0.9020939283419075, 0.8194204649203627, 0.7815764462122741, 0.8110768586584975, 0.854063155758203, 0.7646650744922703, 0.7998829680987046, 0.9322984891280657, 0.7965740274118279]"
60,54.02,Human,15.6,0.7059952883314512,"[0.8351549020478312, 0.6672105450609512, 0.7361086005791057, 0.6483535249159817, 0.799873879729644, 0.6275713456939812, 0.6480131373494248, 0.6153993035077284, 0.7421005878436587, 0.8719504008995624, 0.6653440704555612, 0.6415682704456027, 0.8380504982868985, 0.5835847578562056, 0.0, 0.6376726638396195, 0.634673582110694, 0.7346051500679752, 0.816159782208517, 0.6212681228380368, 0.6586504126532834, 0.7343063235776124, 0.795893801914469, 0.6848579436235096, 0.6488579702797845, 0.7403116904891981, 0.6429159294115522, 0.7404569815797977, 0.8650961209118606, 0.8433830620053846, 0.7506128957429632, 0.8024492378179581, 0.7990987093970343, 0.714917406576314, 0.6733133938095697, 0.7223351911306141, 0.8205535870577073, 0.6833588852963478, 0.7027139335428013, 0.8051318535799736, 0.7519283654547864]"
61,27.96,Human,64.65,0.5181245220067086,"[0.0, 0.7302894131272618, 0.8297706197453112, 0.0, 0.8568757096549646, 0.765309500493539, 0.7434589556850951, 0.7307202152942686, 0.7654291789228126, 0.0, 0.0, 0.0, 0.0, 0.721231941867091, 0.0, 0.8671992011268959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7330093951358494, 0.7273555553010853, 0.0, 0.7202914524336419, 0.7179540364225449, 0.7351452169019417, 0.7703547934374534, 0.7648440207659195, 0.8263314982083548, 0.7098892078490253, 0.8229200018974157, 0.7606862140951824, 0.723801854337153, 0.718944016331474, 0.727960307060381, 0.8520642817275856, 0.7402042828878542, 0.7178819924984141, 0.7443682245567655, 0.718814314509767]"
62,48.68,Human,1.44,0.7830460167255651,"[0.8565119790216617, 0.7454883143519524, 0.6812534791696953, 0.7178392291499386, 0.7478465450099955, 0.8149640847104234, 0.9656583008593747, 0.6973404442158473, 0.6656636120862086, 0.7183733509896333, 0.6749338719914543, 0.7403025561214437, 0.7221372330645618, 0.8800867655988185, 0.725556618899299, 0.6614211750732824, 0.779095286059362, 0.6945566374142512, 0.7733825042298642, 0.7481720629311297, 0.9832190182880705, 0.6956751570975561, 0.740975653874953, 0.893630130793755, 0.7280611102750789, 0.6865887641209418, 0.8389867229766869, 0.7395364589363629, 0.7341704167613124, 1.0055745733790373, 0.9250097133157748, 0.7392286113209209, 0.7724648550542287, 0.7962626728393671, 0.7415204686355842, 0.7407060501597041, 0.8955480801907599, 0.9099382755193534, 0.7762777190712249, 0.9310867102085071, 0.8198414719807897]"
64,55.61,Human,0.0,0.492820302088193,"[0.0, 0.6905259532840389, 0.8355470834273806, 0.8075498100184803, 0.0, 0.0, 0.7228264401662513, 0.6948817932083581, 0.0, 0.0, 0.7159436592333236, 0.6553613205579775, 0.8503483655850991, 0.0, 0.5050595401336857, 0.0, 0.6814542441509386, 0.7644007285143761, 0.7159436592333236, 0.6991715960764039, 0.6655449853215215, 0.8127100560827221, 0.0, 0.7309290227853626, 0.0, 0.6465046752109206, 0.0, 0.7582939062688066, 0.0, 0.0, 0.7817368213903015, 0.0, 0.8048998828935976, 0.5593340693039289, 0.7043687650818247, 0.7364576508617948, 0.7552763000406285, 0.7640234577860252, 0.7104799841902856, 0.7092308720176896, 0.7268277427908725]"
